Email,Age,Education,Marital-status,Gender,Income,count
nan-nan,45,nan-nan,Separated,Female,<=50k,6
nan-nan,45,nan-nan,Separated,Female,>50k,1
nan-nan,45,nan-nan,Separated,Male,<=50k,2
nan-nan,45,nan-nan,Widowed,Female,<=50k,3
nan-nan,45,nan-nan,Widowed,Male,<=50k,1
nan-nan,46,nan-nan,Divorced,Female,<=50k,33
nan-nan,46,nan-nan,Divorced,Female,>50k,4
nan-nan,46,nan-nan,Divorced,Male,<=50k,34
nan-nan,46,nan-nan,Divorced,Male,>50k,7
nan-nan,46,nan-nan,Married-civ-spouse,Female,<=50k,8
nan-nan,46,nan-nan,Married-civ-spouse,Female,>50k,15
nan-nan,46,nan-nan,Married-civ-spouse,Male,<=50k,75
nan-nan,46,nan-nan,Married-civ-spouse,Male,>50k,110
nan-nan,46,nan-nan,Married-spouse-absent,Male,<=50k,3
nan-nan,46,nan-nan,Married-spouse-absent,Male,>50k,1
nan-nan,46,nan-nan,Never-married,Female,<=50k,15
nan-nan,46,nan-nan,Never-married,Female,>50k,2
nan-nan,46,nan-nan,Never-married,Male,<=50k,12
nan-nan,46,nan-nan,Never-married,Male,>50k,4
nan-nan,46,nan-nan,Separated,Female,<=50k,15
nan-nan,46,nan-nan,Separated,Female,>50k,1
nan-nan,46,nan-nan,Separated,Male,<=50k,3
nan-nan,46,nan-nan,Separated,Male,>50k,1
nan-nan,46,nan-nan,Widowed,Female,<=50k,6
nan-nan,46,nan-nan,Widowed,Male,<=50k,2
nan-nan,51,nan-nan,Divorced,Female,<=50k,37
nan-nan,51,nan-nan,Divorced,Female,>50k,4
nan-nan,51,nan-nan,Divorced,Male,<=50k,14
nan-nan,51,nan-nan,Divorced,Male,>50k,7
nan-nan,51,nan-nan,Married-civ-spouse,Female,<=50k,8
nan-nan,51,nan-nan,Married-civ-spouse,Female,>50k,7
nan-nan,51,nan-nan,Married-civ-spouse,Male,<=50k,64
nan-nan,51,nan-nan,Married-civ-spouse,Male,>50k,73
nan-nan,51,nan-nan,Married-spouse-absent,Female,>50k,1
nan-nan,51,nan-nan,Married-spouse-absent,Male,<=50k,2
nan-nan,51,nan-nan,Married-spouse-absent,Male,>50k,2
nan-nan,51,nan-nan,Never-married,Female,<=50k,9
nan-nan,51,nan-nan,Never-married,Male,<=50k,8
nan-nan,51,nan-nan,Never-married,Male,>50k,1
nan-nan,51,nan-nan,Separated,Female,<=50k,3
nan-nan,51,nan-nan,Separated,Female,>50k,1
nan-nan,51,nan-nan,Separated,Male,<=50k,3
nan-nan,51,nan-nan,Separated,Male,>50k,3
nan-nan,51,nan-nan,Widowed,Female,<=50k,10
nan-nan,51,nan-nan,Widowed,Female,>50k,2
nan-nan,51,nan-nan,Widowed,Male,<=50k,3
nan-nan,51,nan-nan,Widowed,Male,>50k,2
nan-nan,52-53,nan-nan,Divorced,Female,<=50k,55
nan-nan,52-53,nan-nan,Divorced,Female,>50k,5
nan-nan,52-53,nan-nan,Divorced,Male,<=50k,32
nan-nan,52-53,nan-nan,Divorced,Male,>50k,3
nan-nan,52-53,nan-nan,Married-civ-spouse,Female,<=50k,17
nan-nan,52-53,nan-nan,Married-civ-spouse,Female,>50k,8
nan-nan,52-53,nan-nan,Married-civ-spouse,Male,<=50k,135
nan-nan,52-53,nan-nan,Married-civ-spouse,Male,>50k,153
nan-nan,52-53,nan-nan,Married-spouse-absent,Female,<=50k,2
nan-nan,52-53,nan-nan,Married-spouse-absent,Male,>50k,1
nan-nan,52-53,nan-nan,Never-married,Female,<=50k,16
nan-nan,52-53,nan-nan,Never-married,Female,>50k,1
nan-nan,52-53,nan-nan,Never-married,Male,<=50k,19
nan-nan,52-53,nan-nan,Never-married,Male,>50k,5
nan-nan,52-53,nan-nan,Separated,Female,<=50k,9
nan-nan,52-53,nan-nan,Separated,Male,<=50k,7
nan-nan,52-53,nan-nan,Widowed,Female,<=50k,15
nan-nan,52-53,nan-nan,Widowed,Male,<=50k,1
nan-nan,52-53,nan-nan,Widowed,Male,>50k,2
nan-nan,56,nan-nan,Divorced,Female,<=50k,19
nan-nan,56,nan-nan,Divorced,Female,>50k,1
nan-nan,56,nan-nan,Divorced,Male,<=50k,11
nan-nan,56,nan-nan,Divorced,Male,>50k,4
nan-nan,56,nan-nan,Married-civ-spouse,Female,<=50k,6
nan-nan,56,nan-nan,Married-civ-spouse,Female,>50k,7
nan-nan,56,nan-nan,Married-civ-spouse,Male,<=50k,59
nan-nan,56,nan-nan,Married-civ-spouse,Male,>50k,49
nan-nan,56,nan-nan,Married-spouse-absent,Male,<=50k,1
nan-nan,56,nan-nan,Never-married,Female,<=50k,7
nan-nan,56,nan-nan,Never-married,Male,<=50k,7
nan-nan,56,nan-nan,Separated,Female,<=50k,5
nan-nan,56,nan-nan,Widowed,Female,<=50k,14
nan-nan,56,nan-nan,Widowed,Male,<=50k,1
nan-nan,57,nan-nan,Divorced,Female,<=50k,21
nan-nan,57,nan-nan,Divorced,Female,>50k,1
nan-nan,57,nan-nan,Divorced,Male,<=50k,11
nan-nan,57,nan-nan,Divorced,Male,>50k,2
nan-nan,57,nan-nan,Married-civ-spouse,Female,<=50k,5
nan-nan,57,nan-nan,Married-civ-spouse,Female,>50k,7
nan-nan,57,nan-nan,Married-civ-spouse,Male,<=50k,43
nan-nan,57,nan-nan,Married-civ-spouse,Male,>50k,53
nan-nan,57,nan-nan,Married-spouse-absent,Female,<=50k,1
nan-nan,57,nan-nan,Married-spouse-absent,Female,>50k,1
nan-nan,57,nan-nan,Married-spouse-absent,Male,<=50k,2
nan-nan,57,nan-nan,Never-married,Female,<=50k,5
nan-nan,57,nan-nan,Never-married,Male,<=50k,3
nan-nan,57,nan-nan,Never-married,Male,>50k,1
nan-nan,57,nan-nan,Separated,Female,<=50k,6
nan-nan,57,nan-nan,Separated,Male,<=50k,2
nan-nan,57,nan-nan,Widowed,Female,<=50k,9
nan-nan,57,nan-nan,Widowed,Male,<=50k,4
nan-nan,58-59,nan-nan,Divorced,Female,<=50k,31
nan-nan,58-59,nan-nan,Divorced,Female,>50k,2
nan-nan,58-59,nan-nan,Divorced,Male,<=50k,15
nan-nan,58-59,nan-nan,Divorced,Male,>50k,6
nan-nan,58-59,nan-nan,Married-AF-spouse,Female,>50k,1
nan-nan,58-59,nan-nan,Married-civ-spouse,Female,<=50k,8
nan-nan,58-59,nan-nan,Married-civ-spouse,Female,>50k,3
nan-nan,58-59,nan-nan,Married-civ-spouse,Male,<=50k,90
nan-nan,58-59,nan-nan,Married-civ-spouse,Male,>50k,107
nan-nan,58-59,nan-nan,Married-spouse-absent,Female,<=50k,2
nan-nan,58-59,nan-nan,Never-married,Female,<=50k,9
nan-nan,58-59,nan-nan,Never-married,Female,>50k,1
nan-nan,58-59,nan-nan,Never-married,Male,<=50k,6
nan-nan,58-59,nan-nan,Separated,Female,<=50k,8
nan-nan,58-59,nan-nan,Separated,Female,>50k,1
nan-nan,58-59,nan-nan,Separated,Male,<=50k,5
nan-nan,58-59,nan-nan,Widowed,Female,<=50k,26
nan-nan,58-59,nan-nan,Widowed,Female,>50k,2
nan-nan,58-59,nan-nan,Widowed,Male,<=50k,3
nan-nan,58-59,nan-nan,Widowed,Male,>50k,3
nan-nan,60,nan-nan,Divorced,Female,<=50k,16
nan-nan,60,nan-nan,Divorced,Female,>50k,3
nan-nan,60,nan-nan,Divorced,Male,<=50k,6
nan-nan,60,nan-nan,Married-civ-spouse,Female,<=50k,5
nan-nan,60,nan-nan,Married-civ-spouse,Female,>50k,1
nan-nan,60,nan-nan,Married-civ-spouse,Male,<=50k,38
nan-nan,60,nan-nan,Married-civ-spouse,Male,>50k,28
nan-nan,60,nan-nan,Married-spouse-absent,Female,<=50k,1
nan-nan,60,nan-nan,Married-spouse-absent,Male,<=50k,2
nan-nan,60,nan-nan,Never-married,Female,<=50k,3
nan-nan,60,nan-nan,Never-married,Male,<=50k,1
nan-nan,60,nan-nan,Separated,Female,<=50k,3
nan-nan,60,nan-nan,Separated,Male,<=50k,1
nan-nan,60,nan-nan,Widowed,Female,<=50k,11
nan-nan,60,nan-nan,Widowed,Male,<=50k,3
nan-nan,61,nan-nan,Divorced,Female,<=50k,16
nan-nan,61,nan-nan,Divorced,Male,<=50k,11
nan-nan,61,nan-nan,Divorced,Male,>50k,1
nan-nan,61,nan-nan,Married-civ-spouse,Female,<=50k,6
nan-nan,61,nan-nan,Married-civ-spouse,Female,>50k,2
nan-nan,61,nan-nan,Married-civ-spouse,Male,<=50k,33
nan-nan,61,nan-nan,Married-civ-spouse,Male,>50k,36
nan-nan,61,nan-nan,Married-spouse-absent,Female,<=50k,2
nan-nan,61,nan-nan,Never-married,Female,<=50k,4
nan-nan,61,nan-nan,Never-married,Female,>50k,2
nan-nan,61,nan-nan,Never-married,Male,<=50k,2
nan-nan,61,nan-nan,Never-married,Male,>50k,1
nan-nan,61,nan-nan,Separated,Male,>50k,1
nan-nan,61,nan-nan,Widowed,Female,<=50k,14
nan-nan,61,nan-nan,Widowed,Male,<=50k,4
nan-nan,62,nan-nan,Divorced,Female,<=50k,11
nan-nan,62,nan-nan,Divorced,Male,<=50k,6
nan-nan,62,nan-nan,Married-civ-spouse,Female,<=50k,5
nan-nan,62,nan-nan,Married-civ-spouse,Male,<=50k,41
nan-nan,62,nan-nan,Married-civ-spouse,Male,>50k,26
nan-nan,62,nan-nan,Married-spouse-absent,Female,<=50k,1
nan-nan,62,nan-nan,Married-spouse-absent,Male,<=50k,1
nan-nan,62,nan-nan,Never-married,Female,<=50k,3
nan-nan,62,nan-nan,Never-married,Female,>50k,1
nan-nan,62,nan-nan,Never-married,Male,<=50k,3
nan-nan,62,nan-nan,Never-married,Male,>50k,2
nan-nan,62,nan-nan,Separated,Female,<=50k,1
nan-nan,62,nan-nan,Separated,Male,<=50k,1
nan-nan,62,nan-nan,Widowed,Female,<=50k,10
nan-nan,62,nan-nan,Widowed,Female,>50k,1
nan-nan,62,nan-nan,Widowed,Male,<=50k,2
nan-nan,65,nan-nan,Divorced,Female,<=50k,9
nan-nan,65,nan-nan,Divorced,Female,>50k,1
nan-nan,65,nan-nan,Divorced,Male,<=50k,3
nan-nan,65,nan-nan,Married-civ-spouse,Female,<=50k,2
nan-nan,65,nan-nan,Married-civ-spouse,Female,>50k,1
nan-nan,65,nan-nan,Married-civ-spouse,Male,<=50k,18
nan-nan,65,nan-nan,Married-civ-spouse,Male,>50k,19
nan-nan,65,nan-nan,Married-spouse-absent,Female,<=50k,1
nan-nan,65,nan-nan,Married-spouse-absent,Male,<=50k,2
nan-nan,65,nan-nan,Married-spouse-absent,Male,>50k,1
nan-nan,65,nan-nan,Never-married,Female,<=50k,2
nan-nan,65,nan-nan,Never-married,Male,<=50k,3
nan-nan,65,nan-nan,Separated,Male,<=50k,1
nan-nan,65,nan-nan,Widowed,Female,<=50k,14
nan-nan,65,nan-nan,Widowed,Female,>50k,1
nan-nan,65,nan-nan,Widowed,Male,<=50k,3
nan-nan,63,nan-nan,Divorced,Female,<=50k,12
nan-nan,63,nan-nan,Divorced,Male,<=50k,4
nan-nan,63,nan-nan,Married-civ-spouse,Female,<=50k,3
nan-nan,63,nan-nan,Married-civ-spouse,Male,<=50k,33
nan-nan,63,nan-nan,Married-civ-spouse,Male,>50k,27
nan-nan,63,nan-nan,Never-married,Female,<=50k,2
nan-nan,63,nan-nan,Never-married,Female,>50k,1
nan-nan,63,nan-nan,Separated,Female,<=50k,2
nan-nan,63,nan-nan,Separated,Male,>50k,1
nan-nan,63,nan-nan,Widowed,Female,<=50k,7
nan-nan,63,nan-nan,Widowed,Male,<=50k,2
nan-nan,64,nan-nan,Divorced,Female,<=50k,11
nan-nan,64,nan-nan,Divorced,Male,>50k,1
nan-nan,64,nan-nan,Married-civ-spouse,Female,<=50k,4
nan-nan,64,nan-nan,Married-civ-spouse,Female,>50k,1
nan-nan,64,nan-nan,Married-civ-spouse,Male,<=50k,48
nan-nan,64,nan-nan,Married-civ-spouse,Male,>50k,23
nan-nan,64,nan-nan,Never-married,Female,<=50k,1
nan-nan,64,nan-nan,Never-married,Male,>50k,1
nan-nan,64,nan-nan,Separated,Female,<=50k,2
nan-nan,64,nan-nan,Widowed,Female,<=50k,11
nan-nan,64,nan-nan,Widowed,Female,>50k,3
nan-nan,64,nan-nan,Widowed,Male,<=50k,5
nan-nan,64,nan-nan,Widowed,Male,>50k,1
nan-nan,66,nan-nan,Divorced,Female,<=50k,2
nan-nan,66,nan-nan,Divorced,Female,>50k,1
nan-nan,66,nan-nan,Divorced,Male,<=50k,1
nan-nan,66,nan-nan,Married-civ-spouse,Female,<=50k,2
nan-nan,66,nan-nan,Married-civ-spouse,Male,<=50k,27
nan-nan,66,nan-nan,Married-civ-spouse,Male,>50k,13
nan-nan,66,nan-nan,Married-spouse-absent,Female,<=50k,1
nan-nan,66,nan-nan,Never-married,Female,<=50k,3
nan-nan,66,nan-nan,Never-married,Female,>50k,1
nan-nan,66,nan-nan,Never-married,Male,<=50k,1
nan-nan,66,nan-nan,Separated,Female,<=50k,1
nan-nan,66,nan-nan,Widowed,Female,<=50k,11
nan-nan,66,nan-nan,Widowed,Female,>50k,1
nan-nan,66,nan-nan,Widowed,Male,<=50k,4
nan-nan,66,nan-nan,Widowed,Male,>50k,1
nan-nan,67-68,nan-nan,Divorced,Female,<=50k,8
nan-nan,67-68,nan-nan,Divorced,Male,<=50k,3
nan-nan,67-68,nan-nan,Divorced,Male,>50k,1
nan-nan,67-68,nan-nan,Married-civ-spouse,Female,<=50k,1
nan-nan,67-68,nan-nan,Married-civ-spouse,Male,<=50k,51
nan-nan,67-68,nan-nan,Married-civ-spouse,Male,>50k,16
nan-nan,67-68,nan-nan,Never-married,Female,<=50k,1
nan-nan,67-68,nan-nan,Never-married,Female,>50k,1
nan-nan,67-68,nan-nan,Never-married,Male,<=50k,2
nan-nan,67-68,nan-nan,Never-married,Male,>50k,2
nan-nan,67-68,nan-nan,Separated,Male,<=50k,1
nan-nan,67-68,nan-nan,Widowed,Female,<=50k,23
nan-nan,67-68,nan-nan,Widowed,Male,<=50k,4
nan-nan,67-68,nan-nan,Widowed,Male,>50k,1
nan-nan,69-70,nan-nan,Divorced,Female,<=50k,7
nan-nan,69-70,nan-nan,Divorced,Male,<=50k,1
nan-nan,69-70,nan-nan,Married-civ-spouse,Female,<=50k,2
nan-nan,69-70,nan-nan,Married-civ-spouse,Male,<=50k,27
nan-nan,69-70,nan-nan,Married-civ-spouse,Male,>50k,13
nan-nan,69-70,nan-nan,Never-married,Female,<=50k,1
nan-nan,69-70,nan-nan,Widowed,Female,<=50k,15
nan-nan,69-70,nan-nan,Widowed,Male,<=50k,2
nan-nan,71,nan-nan,Divorced,Female,<=50k,3
nan-nan,71,nan-nan,Divorced,Female,>50k,1
nan-nan,71,nan-nan,Divorced,Male,<=50k,1
nan-nan,71,nan-nan,Married-civ-spouse,Male,<=50k,13
nan-nan,71,nan-nan,Married-civ-spouse,Male,>50k,8
nan-nan,71,nan-nan,Widowed,Female,<=50k,7
nan-nan,71,nan-nan,Widowed,Female,>50k,1
nan-nan,71,nan-nan,Widowed,Male,<=50k,2
nan-nan,72,nan-nan,Divorced,Female,<=50k,2
nan-nan,72,nan-nan,Divorced,Male,>50k,1
nan-nan,72,nan-nan,Married-civ-spouse,Female,<=50k,2
nan-nan,72,nan-nan,Married-civ-spouse,Male,<=50k,24
nan-nan,72,nan-nan,Married-civ-spouse,Male,>50k,3
nan-nan,72,nan-nan,Never-married,Male,<=50k,1
nan-nan,72,nan-nan,Widowed,Female,<=50k,9
nan-nan,72,nan-nan,Widowed,Male,>50k,1
nan-nan,73,nan-nan,Divorced,Female,<=50k,4
nan-nan,73,nan-nan,Divorced,Female,>50k,2
nan-nan,73,nan-nan,Married-civ-spouse,Female,<=50k,1
nan-nan,73,nan-nan,Married-civ-spouse,Male,<=50k,10
nan-nan,73,nan-nan,Married-civ-spouse,Male,>50k,4
nan-nan,73,nan-nan,Never-married,Female,<=50k,1
nan-nan,73,nan-nan,Widowed,Female,<=50k,10
nan-nan,73,nan-nan,Widowed,Male,<=50k,1
nan-nan,74-75,nan-nan,Divorced,Female,<=50k,1
nan-nan,74-75,nan-nan,Divorced,Female,>50k,3
nan-nan,74-75,nan-nan,Married-civ-spouse,Female,>50k,1
nan-nan,74-75,nan-nan,Married-civ-spouse,Male,<=50k,12
nan-nan,74-75,nan-nan,Married-civ-spouse,Male,>50k,4
nan-nan,74-75,nan-nan,Married-spouse-absent,Male,<=50k,1
nan-nan,74-75,nan-nan,Never-married,Female,>50k,1
nan-nan,74-75,nan-nan,Never-married,Male,<=50k,1
nan-nan,74-75,nan-nan,Widowed,Female,<=50k,12
nan-nan,74-75,nan-nan,Widowed,Male,<=50k,1
nan-nan,74-75,nan-nan,Widowed,Male,>50k,3
nan-nan,76,nan-nan,Divorced,Male,<=50k,1
nan-nan,76,nan-nan,Married-civ-spouse,Female,<=50k,1
nan-nan,76,nan-nan,Married-civ-spouse,Male,<=50k,5
nan-nan,76,nan-nan,Married-civ-spouse,Male,>50k,3
nan-nan,76,nan-nan,Never-married,Female,<=50k,1
nan-nan,76,nan-nan,Widowed,Female,<=50k,5
nan-nan,76,nan-nan,Widowed,Male,<=50k,1
nan-nan,77-79,nan-nan,Divorced,Female,<=50k,1
nan-nan,77-79,nan-nan,Divorced,Male,<=50k,1
nan-nan,77-79,nan-nan,Married-civ-spouse,Male,<=50k,13
nan-nan,77-79,nan-nan,Married-civ-spouse,Male,>50k,1
nan-nan,77-79,nan-nan,Married-spouse-absent,Male,>50k,1
nan-nan,77-79,nan-nan,Never-married,Female,<=50k,1
nan-nan,77-79,nan-nan,Widowed,Female,<=50k,8
nan-nan,77-79,nan-nan,Widowed,Female,>50k,1
nan-nan,77-79,nan-nan,Widowed,Male,<=50k,4
nan-nan,80,nan-nan,Divorced,Female,<=50k,1
nan-nan,80,nan-nan,Married-civ-spouse,Male,<=50k,4
nan-nan,80,nan-nan,Married-civ-spouse,Male,>50k,2
nan-nan,80,nan-nan,Married-spouse-absent,Female,<=50k,1
nan-nan,80,nan-nan,Married-spouse-absent,Male,<=50k,1
nan-nan,80,nan-nan,Never-married,Female,<=50k,1
nan-nan,80,nan-nan,Widowed,Male,<=50k,3
nan-nan,81-82,nan-nan,Divorced,Male,<=50k,1
nan-nan,81-82,nan-nan,Married-civ-spouse,Male,<=50k,6
nan-nan,81-82,nan-nan,Married-civ-spouse,Male,>50k,4
nan-nan,81-82,nan-nan,Widowed,Female,<=50k,5
nan-nan,81-82,nan-nan,Widowed,Male,<=50k,1
nan-nan,90,nan-nan,Divorced,Male,<=50k,1
nan-nan,90,nan-nan,Married-civ-spouse,Male,<=50k,2
nan-nan,90,nan-nan,Married-civ-spouse,Male,>50k,2
nan-nan,90,nan-nan,Never-married,Female,<=50k,1
nan-nan,90,nan-nan,Never-married,Female,>50k,1
nan-nan,90,nan-nan,Never-married,Male,<=50k,1
nan-nan,90,nan-nan,Never-married,Male,>50k,2
nan-nan,90,nan-nan,Widowed,Male,<=50k,1
nan-nan,83-84,nan-nan,Divorced,Female,<=50k,1
nan-nan,83-84,nan-nan,Never-married,Female,<=50k,1
nan-nan,83-84,nan-nan,Never-married,Male,<=50k,1
nan-nan,83-84,nan-nan,Widowed,Female,<=50k,1
nan-nan,83-84,nan-nan,Widowed,Male,<=50k,1
nan-nan,85-87,nan-nan,Married-spouse-absent,Male,<=50k,1
nan-nan,85-87,nan-nan,Widowed,Female,<=50k,1
nan-nan,85-87,nan-nan,Widowed,Male,>50k,1
nan-nan,88-89,nan-nan,Married-civ-spouse,Male,<=50k,1
nan-nan,88-89,nan-nan,Married-civ-spouse,Male,>50k,1
nan-nan,88-89,nan-nan,Widowed,Male,<=50k,1
